transaction_type,amount,starting_balance,ending_balance,destination_account,is_fraudulent
PAYMENT,6332.539344087047,51086.80588283751,57419.34522692455,,0
CASH_OUT,6155.957047279115,65259.16513427943,59103.20808700031,3431700,0
CASH_IN,6154.727050213323,19631.560279814217,25786.28733002754,,0
CASH_OUT,4742.681107295888,83038.28673734756,78295.60563005166,5687653,0
CASH_IN,7813.869491783502,60502.89317576543,68316.76266754893,,0
DEBIT,4031.7630108303647,77194.36426001792,73162.60124918754,,0
CASH_IN,6910.538474414411,67484.80338466483,74395.34185907924,,0
PAYMENT,4922.514210020914,49767.79771089913,54690.311920920045,,0
PAYMENT,3783.298470641325,24316.035781776787,28099.334252418113,,0
CASH_IN,6185.060614635522,38728.93637502598,44913.9969896615,,0
CASH_IN,5819.272237367987,81791.26665725154,87610.53889461953,,0
CASH_IN,5713.945518533852,77708.75563312764,83422.70115166149,,0
CASH_IN,5162.556844112398,37608.0003979262,42770.557242038594,,0
PAYMENT,4924.213836566339,0.0,4924.213836566339,,0
CASH_OUT,9776.743985740877,45746.205313897626,35969.46132815675,5633000,0
CASH_IN,7368.513290392346,44245.94223741767,51614.455527810016,,0
CASH_IN,6445.653789971024,45004.54775919233,51450.20154916336,,0
PAYMENT,5223.598316406777,60570.78403662803,65794.3823530348,,0
PAYMENT,7014.314401193338,67524.25158643327,74538.5659876266,,0
DEBIT,6035.989552782904,69805.99094199049,63770.00138920758,,0
CASH_IN,5052.409505548071,58914.182802707335,63966.59230825541,,0
DEBIT,4392.87134946817,13984.58596154728,9591.714612079111,,0
PAYMENT,4838.165324674624,43176.00534613409,48014.17067080871,,0
PAYMENT,0.0,96081.79567098379,96081.79567098379,,0
CASH_OUT,5421.201678595284,57484.33469604957,52063.13301745428,3206812,0
CASH_IN,4023.0478397792804,57356.3913688773,61379.439208656586,,1
DEBIT,8185.339996565768,57189.71879547716,49004.37879891139,,0
PAYMENT,5038.688141623508,58307.592450119795,63346.2805917433,,0
PAYMENT,2622.073160930076,2337.756378281534,4959.829539211611,,0
DEBIT,4900.2396917437645,45209.51366177863,40309.27397003486,,0
CASH_OUT,2907.7578298749913,49242.14336410621,46334.385534231216,9073854,0
PAYMENT,5946.814831424933,75629.90798506825,81576.72281649317,,0
CASH_IN,5581.894728678971,50953.45789244592,56535.35262112489,,0
PAYMENT,6915.679262216536,17069.772267961176,23985.451530177714,,0
CASH_IN,3418.236416610869,58601.783123435045,62020.01954004591,,0
DEBIT,5068.0161924562935,33923.5070351451,28855.490842688807,,0
CASH_IN,2269.9564091467296,25664.287178371644,27934.243587518373,,0
DEBIT,6402.989563849429,33316.81906566839,26913.82950181896,,0
CASH_IN,6037.742360880244,60850.08459329031,66887.82695417055,,0
DEBIT,5991.610042055142,75175.22479520137,69183.61475314623,,0
CASH_IN,5003.238062713882,59658.598903551734,64661.83696626562,,0
CASH_OUT,5829.545781577582,62640.46447234043,56810.91869076285,1816401,0
CASH_IN,8208.678216617192,59460.905456760025,67669.58367337722,,0
CASH_IN,4429.811485915972,52026.54353720936,56456.35502312533,,0
CASH_OUT,5277.290367420169,63938.61269925515,58661.322331834985,2988896,0
PAYMENT,2827.7474016371802,1624.4906586115903,4452.23806024877,,0
PAYMENT,3263.478076803335,52221.76702609666,55485.2451029,,0
CASH_IN,5195.626586186615,29101.49930755497,34297.125893741584,,0
CASH_OUT,7207.867093403815,73258.05145088279,66050.18435747898,8480633,0
CASH_IN,4487.438351496855,47056.89389566279,51544.33224715965,,0
DEBIT,4528.166941375752,50618.9617653566,46090.79482398085,,0
DEBIT,4186.22951099125,19898.56251492393,15712.333003932681,,0
CASH_IN,3930.4866583113535,70336.61778025703,74267.10443856838,,0
PAYMENT,5589.942911417643,62546.56240547619,68136.50531689383,,0
PAYMENT,2005.4847096427106,61138.957646810064,63144.442356452775,,1
CASH_IN,7561.879153333455,33739.542956623554,41301.42210995701,,1
CASH_IN,3669.1554037410788,34527.2031012374,38196.358504978474,,0
DEBIT,6443.806970876283,54471.989088918104,48028.18211804182,,0
PAYMENT,2460.0028052122484,36110.03179503897,38570.03460025122,,0
CASH_IN,6337.680261092436,58697.85925354677,65035.539514639204,,0
DEBIT,6343.889215628995,6781.747944665556,437.8587290365613,,0
PAYMENT,5768.404144011793,40249.10887186814,46017.51301587994,,0
CASH_OUT,3011.1429564004156,85935.06930852983,82923.9263521294,5076064,0
DEBIT,5499.096379196154,58789.716559915294,53290.62018071914,,0
PAYMENT,2633.887630531222,53335.87329061986,55969.76092115108,,1
PAYMENT,4494.473489807629,89704.53071342714,94199.00420323477,,0
DEBIT,7058.826201910651,3280.9276239712854,-3777.898577939366,,0
CASH_OUT,6593.403854141484,33693.77770423785,27100.373850096366,9122001,1
DEBIT,5030.365885080866,41976.536565052214,36946.17067997135,,0
PAYMENT,3050.386848154316,67167.0246601078,70217.41150826211,,0
CASH_IN,6291.1754243483865,67513.12726456473,73804.30268891311,,0
CASH_IN,5038.762475396051,32679.865820347477,37718.628295743525,,0
DEBIT,359.3688035391533,69959.086442851,69599.71763931184,,0
PAYMENT,6565.259652633036,41933.70465356585,48498.96430619889,,0
CASH_IN,4951.534332260616,74232.79251298335,79184.32684524397,,0
PAYMENT,7404.902495966145,29347.146037558843,36752.04853352499,,0
DEBIT,2809.4589623143906,47533.76801867679,44724.3090563624,,0
CASH_IN,0.0,40196.6536924688,40196.6536924688,,0
PAYMENT,5558.16771669037,71120.60743131427,76678.77514800464,,0
CASH_IN,5583.127353363945,39544.37566867658,45127.503022040524,,0
DEBIT,1618.6567447870962,49151.02941976488,47532.37267497778,,0
PAYMENT,3043.0009082667875,60136.22795326098,63179.22886152777,,0
CASH_IN,10510.435487439803,60905.16966052239,71415.6051479622,,0
DEBIT,4388.778771692393,67739.05214946343,63350.27337777104,,0
CASH_IN,6461.917952752432,54222.49553689334,60684.41348964577,,0
CASH_IN,3698.6803452632325,41635.021694403375,45333.702039666605,,0
CASH_OUT,819.3942022936862,43006.02509282499,42186.630890531305,5981630,0
CASH_OUT,4659.483506408189,50513.44630415224,45853.962797744054,4256126,0
DEBIT,4468.79087942779,54991.84952148767,50523.05864205988,,0
CASH_OUT,4200.243522663257,47056.567043031275,42856.323520368016,7518824,0
DEBIT,4770.7183289872155,50384.06841931095,45613.35009032373,,0
CASH_OUT,5528.536543291273,19654.922788557895,14126.386245266622,5163546,0
CASH_IN,4699.7660974923865,63347.105689093565,68046.87178658595,,1
DEBIT,2471.9876641052724,53622.2457777886,51150.25811368333,,0
DEBIT,5972.369583123877,70037.40827082176,64065.03868769788,,0
CASH_IN,1101.2564893551535,50003.2101481417,51104.46663749685,,0
DEBIT,899.2850854315993,15232.048429564275,14332.763344132676,,0
DEBIT,6478.360989403136,42831.0762138665,36352.71522446336,,0
CASH_OUT,6014.040544270713,46001.40153763167,39987.360993360955,7794014,0
DEBIT,4885.209269851928,64858.06610867198,59972.85683882005,,0
PAYMENT,2209.102990489856,8594.529109732095,10803.632100221952,,0
CASH_IN,3584.178118651849,50823.5903389787,54407.76845763055,,0
CASH_OUT,4474.506504626992,60273.50431586612,55798.997811239125,7893851,0
CASH_OUT,1808.2120628517732,36770.24229436961,34962.030231517834,5587891,1
PAYMENT,3521.9426839535345,51492.56019633695,55014.502880290485,,0
CASH_IN,6304.66067635336,37459.26981700311,43763.93049335647,,0
CASH_IN,7854.610728578433,35408.54133559219,43263.15206417062,,0
CASH_OUT,4161.130494682899,41831.60299737366,37670.47250269076,9734075,0
DEBIT,6512.976708632197,35786.16015065979,29273.18344202759,,1
CASH_OUT,1171.8798588250652,63672.36623872665,62500.48637990159,3977771,0
CASH_IN,6318.902482227223,35300.962463292446,41619.86494551967,,0
PAYMENT,3392.1031705450378,31941.799859041454,35333.903029586494,,0
CASH_OUT,5614.691233415941,85358.57333679067,79743.88210337472,5539375,0
CASH_IN,4504.495163520582,69214.8002364807,73719.29540000128,,1
CASH_OUT,7640.828019567669,12769.732786815992,5128.904767248323,2835675,0
DEBIT,3251.1287033201634,34704.63420294933,31453.50549962917,,0
CASH_OUT,6255.212595123662,54849.259434454216,48594.04683933056,2508774,0
CASH_OUT,4440.985073406933,56475.10134462987,52034.116271222934,3084734,0
CASH_IN,4683.389043980673,20190.14268526213,24873.5317292428,,0
CASH_IN,4632.2922136815805,73171.30985644643,77803.602070128,,0
CASH_IN,3308.653791011774,66504.48838363252,69813.1421746443,,0
CASH_OUT,4971.8020681866565,59638.03264080677,54666.230572620116,1643780,0
DEBIT,4874.703555756357,77134.56981424242,72259.86625848607,,0
PAYMENT,5482.480496813459,59045.799851418364,64528.28034823182,,0
PAYMENT,5169.010291385725,58971.61758503695,64140.62787642267,,0
CASH_IN,6595.989099224473,81153.58543644485,87749.57453566932,,0
CASH_IN,6847.017232094738,72024.39161455417,78871.4088466489,,0
CASH_OUT,2898.7533563443976,33169.850821769374,30271.097465424977,5626558,0
PAYMENT,6737.545001181542,62663.90357343831,69401.44857461985,,0
CASH_IN,2627.327145780291,36714.64270082836,39341.96984660865,,0
DEBIT,6175.71177627547,60083.09101900556,53907.37924273009,,0
DEBIT,6239.477569405737,59532.270140396286,53292.79257099055,,0
CASH_IN,1177.3662166749918,22330.65375088028,23508.019967555272,,0
CASH_IN,5185.958493058819,47563.0877737793,52749.046266838115,,0
PAYMENT,4063.007773279369,55305.14047160804,59368.148244887416,,0
PAYMENT,3482.4694841292503,41274.196180116865,44756.66566424612,,0
CASH_OUT,7701.704661398011,56294.19884781519,48592.49418641718,8815336,0
PAYMENT,3692.641718725162,66117.95554002137,69810.59725874654,,0
DEBIT,3387.2461417639006,49388.138715384885,46000.892573620986,,0
DEBIT,5151.389880010187,54491.989534165186,49340.599654155,,0
CASH_IN,6371.179492596833,77668.4815711195,84039.66106371632,,0
PAYMENT,4716.702827979746,59463.93166450452,64180.63449248426,,0
CASH_OUT,7332.741091338505,54016.485793489475,46683.74470215097,1472008,0
DEBIT,6061.9513239281805,30838.412407172786,24776.461083244605,,1
DEBIT,643.5773605371396,63420.52022777697,62776.942867239835,,0
CASH_OUT,3941.0660729859837,56602.99898783877,52661.93291485279,2925421,0
CASH_OUT,3876.315801296602,75674.78867402815,71798.47287273155,5090445,0
DEBIT,5958.721906858845,50937.57086606623,44978.84895920738,,0
DEBIT,0.0,13674.669997320088,13674.669997320088,,0
CASH_OUT,10098.019417435444,15997.582623434762,5899.563205999319,3030774,0
DEBIT,6062.05218978842,64713.615275194665,58651.56308540625,,0
CASH_IN,5297.753607835382,38596.12804603693,43893.88165387231,,0
CASH_IN,7363.135432838293,58735.355022209944,66098.49045504823,,0
CASH_OUT,9687.308105625249,52284.652890047124,42597.344784421875,1003706,0
PAYMENT,6741.493289176807,46663.20664612159,53404.69993529839,,0
CASH_OUT,6897.62619294324,48072.77428823553,41175.14809529229,6394495,0
CASH_OUT,5261.380048928765,32692.209899095462,27430.829850166698,5440282,0
PAYMENT,4716.9484932661035,49684.44622200658,54401.39471527269,,0
PAYMENT,4048.4091119901977,38310.13134411203,42358.54045610223,,0
PAYMENT,3347.776016570916,42554.8695974859,45902.64561405682,,0
CASH_IN,3625.9718006010053,43527.01910581678,47152.990906417785,,0
DEBIT,2298.888071314034,45466.13460202562,43167.246530711585,,1
CASH_IN,4848.257098629953,68443.46913014172,73291.72622877167,,0
DEBIT,1630.6648455472264,47404.18341590613,45773.51857035891,,0
CASH_IN,5381.833048287422,70474.04673180197,75855.87978008938,,0
DEBIT,4927.3387839153165,80757.09902652963,75829.76024261431,,0
CASH_IN,5293.870596773376,67098.89302112299,72392.76361789636,,0
PAYMENT,3955.736859960015,60689.37070137022,64645.10756133024,,0
CASH_OUT,11153.720740361008,56536.644189670405,45382.9234493094,7386420,0
CASH_IN,7720.231800360626,67307.1741810014,75027.40598136203,,0
DEBIT,2510.9149998305543,51787.21477192479,49276.29977209424,,0
PAYMENT,5465.736174853797,69691.39691914397,75157.13309399776,,0
CASH_IN,3783.987714125353,62282.116105793684,66066.10381991904,,0
CASH_IN,2971.0405465851723,42803.190784392245,45774.23133097742,,0
PAYMENT,2319.8558577521303,67917.01760205612,70236.87345980825,,0
CASH_IN,5864.433381518508,51829.60011955137,57694.03350106988,,0
CASH_OUT,3637.239529860852,47877.35984775368,44240.120317892826,5335574,0
CASH_IN,6935.652048050408,40476.01679202026,47411.66884007066,,0
CASH_OUT,6987.564429060878,53320.37695749145,46332.81252843057,5133332,0
CASH_OUT,7747.828770422899,69929.25230825967,62181.423537836774,7983812,0
PAYMENT,3295.226467851793,67778.80011186075,71074.02657971255,,0
CASH_IN,5950.7312213840205,57067.875949179135,63018.607170563155,,0
PAYMENT,6264.908433284601,61992.872814500704,68257.7812477853,,0
CASH_IN,4051.6436497920704,75433.93583045116,79485.57948024322,,0
CASH_IN,3456.45608521425,47000.674176582776,50457.13026179703,,0
DEBIT,8219.041331551945,27691.599929395878,19472.558597843934,,0
CASH_IN,5454.991751464107,76022.59704357146,81477.58879503557,,0
PAYMENT,6271.935501423476,39404.43495938563,45676.37046080911,,0
CASH_OUT,3355.847976344145,36193.23753312191,32837.389556777765,2577101,0
CASH_IN,2561.4310669556126,14076.044893308972,16637.475960264586,,1
DEBIT,3861.100451015779,61425.66106328593,57564.56061227015,,0
PAYMENT,4751.957225220006,17570.94750895557,22322.904734175576,,0
CASH_IN,2871.5599863653024,34994.823846165265,37866.38383253057,,0
PAYMENT,4980.310382699234,61764.73589030118,66745.04627300041,,1
DEBIT,1622.989623863,64438.42504816744,62815.435424304436,,0
DEBIT,2759.9051550602558,36965.91703563533,34206.011880575075,,0
PAYMENT,6341.82249655375,47316.93346015189,53658.755956705645,,0
CASH_IN,6207.581040555789,32548.10947187694,38755.690512432724,,0
CASH_OUT,4216.246469226267,39032.064243776345,34815.81777455008,4866795,0
DEBIT,2964.471381846094,55324.30520305814,52359.83382121204,,0
CASH_IN,2945.192896947978,39967.06642407084,42912.25932101882,,0
CASH_IN,4253.463508117372,45115.69919648662,49369.16270460399,,0
CASH_OUT,6289.036983290583,20705.86636764866,14416.82938435808,9523917,0
DEBIT,6856.4913826886495,72659.12329612275,65802.6319134341,,0
DEBIT,4006.936529036062,60201.331863421314,56194.39533438525,,1
CASH_IN,2693.015148030432,65858.10743674403,68551.12258477446,,0
CASH_IN,5535.687275732666,75808.50649233724,81344.1937680699,,0
CASH_OUT,3352.9300587483012,33495.74248908567,30142.81243033737,7784529,0
CASH_OUT,3963.4947222775954,42832.110339439525,38868.61561716193,1596098,0
DEBIT,7650.552180874075,12103.312648355779,4452.760467481704,,0
PAYMENT,6654.230857131536,112808.45820204474,119462.68905917628,,0
DEBIT,5315.948624502904,47008.29369365248,41692.345069149575,,0
CASH_IN,2456.1619977745545,70774.55799829825,73230.7199960728,,0
DEBIT,5422.7931349413175,25236.777113290824,19813.983978349504,,0
PAYMENT,7125.314581575053,69927.76851286019,77053.08309443523,,0
CASH_OUT,4248.732668468929,87151.81753299331,82903.08486452438,4111720,0
PAYMENT,7702.22817997343,48794.38501944037,56496.6131994138,,0
PAYMENT,7585.490579036414,29782.370068207973,37367.860647244386,,0
PAYMENT,8327.465664286947,47224.07198108928,55551.53764537622,,0
CASH_OUT,5610.486253062706,5464.769500855473,-145.71675220723318,7591671,0
PAYMENT,6174.783399612024,49242.26597956316,55417.04937917519,,0
PAYMENT,7828.37457666218,66419.34278625992,74247.71736292209,,0
PAYMENT,5894.787874137951,49284.847112529715,55179.63498666767,,0
CASH_IN,3997.5317844195747,44317.20890622065,48314.740690640225,,0
PAYMENT,4102.9143269442775,60551.36232224066,64654.27664918494,,0
CASH_OUT,5477.1099075474785,62080.496938991055,56603.38703144358,8080785,0
PAYMENT,2418.8771561075628,16801.888749896345,19220.765906003908,,0
PAYMENT,4713.482169271615,51776.45924557577,56489.94141484738,,0
CASH_OUT,7193.094236460507,98719.70248458486,91526.60824812436,1926185,0
PAYMENT,617.4922976694379,23299.675087039523,23917.167384708962,,0
CASH_OUT,8068.96420358903,48291.62334333867,40222.659139749645,6578411,0
PAYMENT,7244.748437406319,88834.92244103405,96079.67087844037,,0
CASH_OUT,4080.4707683390475,72083.5031308735,68003.03236253446,6086268,0
PAYMENT,6086.781655743619,39732.06638447877,45818.84804022239,,0
PAYMENT,5006.295453812653,54122.707592452076,59129.00304626473,,0
CASH_IN,7459.980736877365,49957.76640030353,57417.74713718089,,0
CASH_IN,6965.3662855398825,35038.56391356665,42003.93019910653,,0
PAYMENT,2199.8585536339815,48514.95785013835,50714.81640377233,,0
PAYMENT,6174.524826928353,44400.677343869414,50575.20217079777,,0
DEBIT,4588.744292713504,52254.97876153499,47666.23446882149,,0
CASH_OUT,5165.6651410362,35032.33638617933,29866.671245143134,6125115,0
DEBIT,3543.656198060369,24467.63599510678,20923.97979704641,,0
CASH_IN,8496.274138241672,49174.38453215259,57670.65867039426,,0
CASH_IN,7080.1236398051515,84302.3643635756,91382.48800338076,,0
CASH_IN,3520.4576720540654,51644.05852525593,55164.51619731,,0
CASH_IN,2330.778786179535,43368.124421369095,45698.90320754863,,0
PAYMENT,4228.6547380443035,65081.71610076997,69310.37083881427,,0
CASH_IN,5869.005292182612,46833.60774809243,52702.61304027504,,0
PAYMENT,5480.411687892446,87360.6584991822,92841.07018707464,,0
PAYMENT,7506.265649536486,49921.74981409843,57428.01546363492,,0
CASH_IN,6579.839444361704,64009.941263163266,70589.78070752497,,0
CASH_IN,6939.138051505814,34907.91235213455,41847.05040364036,,0
CASH_OUT,5653.710801220875,60061.78506673325,54408.074265512376,8376924,0
DEBIT,2221.4025395780195,55501.869538875086,53280.46699929707,,0
CASH_IN,4608.602937706197,48869.87750681584,53478.480444522036,,0
CASH_OUT,7120.1794798173305,39964.84477660559,32844.66529678826,9066414,0
CASH_OUT,4896.954142950708,37239.39668695251,32342.442544001802,7341154,0
DEBIT,6006.180737247493,55647.05327959305,49640.872542345554,,0
PAYMENT,4362.503369507734,62578.78219392947,66941.28556343721,,1
CASH_IN,2940.37630291631,47456.74407411737,50397.12037703368,,0
DEBIT,4753.311871907779,55745.35858241585,50992.046710508075,,0
CASH_IN,5618.094886065308,49241.706437344605,54859.80132340991,,0
CASH_OUT,3688.624561077113,51970.520498107755,48281.89593703064,8372925,0
CASH_OUT,4528.577510286663,45991.100346455496,41462.522836168835,3634609,0
PAYMENT,3121.0735160280346,50359.451587366166,53480.525103394204,,0
CASH_OUT,7238.489835128192,103960.80913634853,96722.31930122034,9827198,0
CASH_OUT,4411.088484823932,56232.685976148496,51821.59749132457,6432624,0
DEBIT,7905.511090252367,62905.939168620855,55000.42807836849,,0
CASH_IN,8057.495701081817,58760.47210656194,66817.96780764376,,0
CASH_IN,4837.908070556512,44743.66353405881,49581.571604615325,,0
DEBIT,2983.1025349053007,75879.78426583335,72896.68173092806,,0
PAYMENT,828.2042445333254,44176.724591473176,45004.928836006504,,0
CASH_IN,2055.9258539464167,71101.09097885102,73157.01683279744,,0
CASH_OUT,2252.3303502026797,43315.860038671024,41063.52968846834,2956933,0
CASH_IN,7756.939254923009,30800.54961711918,38557.48887204219,,0
CASH_OUT,5231.649174453893,57307.92416472386,52076.274990269965,6218223,0
PAYMENT,5779.209048183976,27906.632877957865,33685.84192614184,,0
DEBIT,559.1579821297482,60712.80450033218,60153.64651820243,,0
CASH_IN,2604.067141565477,26116.826878173666,28720.894019739142,,0
DEBIT,6774.159552892574,43619.83939054293,36845.67983765036,,0
CASH_IN,5573.548224765173,21365.40606950517,26938.95429427034,,0
CASH_OUT,4705.589442628805,106483.34018805459,101777.75074542579,4420990,0
DEBIT,6129.684717200245,16920.80880767371,10791.124090473466,,0
CASH_IN,8271.59561227163,50196.27480792809,58467.87042019972,,0
CASH_OUT,4557.915072925899,72866.08548660028,68308.17041367438,4734626,0
DEBIT,5138.739605316139,70727.7181717405,65588.97856642437,,0
DEBIT,5385.193837462611,67026.84244346275,61641.64860600014,,0
CASH_IN,9784.219270547985,43655.432235570486,53439.65150611847,,0
CASH_IN,801.2874711619488,77021.77892674004,77823.06639790199,,0
CASH_IN,6366.446029577616,68267.82181604365,74634.26784562127,,0
CASH_OUT,4770.395502481872,54245.992353209534,49475.59685072766,3850310,0
CASH_IN,6133.543452368359,54811.61515453184,60945.1586069002,,0
DEBIT,3685.254892010551,43921.54704769255,40236.29215568199,,0
DEBIT,4902.0699382831,31806.959483339233,26904.889545056132,,0
CASH_IN,6422.82115893099,74743.01950957433,81165.84066850532,,0
CASH_IN,11225.820402087682,76244.15987203064,87469.98027411832,,0
PAYMENT,6616.072378804143,32317.817179401573,38933.889558205716,,0
DEBIT,3303.8688039389826,46924.29669707616,43620.42789313718,,0
CASH_OUT,4152.480635954594,47131.53567082142,42979.055034866826,7126774,0
PAYMENT,4093.171783232292,49346.881925193804,53440.053708426094,,0
CASH_IN,1408.71365473997,51285.89757175164,52694.61122649161,,0
CASH_IN,4339.819616597126,68937.2292329236,73277.04884952072,,0
DEBIT,6465.65816364349,35055.65383026513,28589.995666621642,,0
CASH_IN,2451.53576184641,33073.0601697468,35524.59593159321,,0
CASH_OUT,7096.965302101185,74732.3948428595,67635.42954075831,6085436,0
DEBIT,5975.549642168677,40747.105162374035,34771.55552020536,,0
CASH_IN,3531.5333560579243,24739.292928458675,28270.8262845166,,0
DEBIT,4716.940725324305,40297.4011580026,35580.460432678294,,0
CASH_IN,8196.643615282066,43398.945295119986,51595.58891040205,,0
CASH_IN,6467.095627011731,81099.2545545153,87566.35018152703,,0
CASH_IN,5017.567309796295,68496.52424753475,73514.09155733105,,0
CASH_OUT,4524.633366078031,72950.41233264485,68425.77896656681,8329257,0
CASH_OUT,5153.218140903319,66399.47284693572,61246.2547060324,5265753,0
DEBIT,3976.472884115393,68924.87343230628,64948.40054819089,,0
CASH_IN,790.5009885619711,36238.35746839364,37028.85845695561,,0
CASH_IN,9084.355821069461,46027.95689293031,55112.312713999774,,0
CASH_OUT,5310.649998398803,30201.693739529022,24891.04374113022,3275579,0
CASH_IN,5796.294530245074,45790.23938925933,51586.53391950441,,0
CASH_OUT,4884.184500246182,63682.09981869482,58797.915318448635,6225835,0
CASH_IN,3529.7663985508243,52691.665696244934,56221.43209479576,,0
DEBIT,4628.151038102458,76229.6163792059,71601.46534110344,,0
CASH_IN,1801.2104756113777,27171.684155455616,28972.894631066993,,0
CASH_IN,9554.172996106608,60004.767013964796,69558.94001007141,,0
PAYMENT,2530.9760031552078,25033.943962613637,27564.919965768844,,0
CASH_OUT,2936.067432305641,51883.52938347284,48947.461951167206,1932086,0
CASH_IN,4119.481591227199,64806.668451129575,68926.15004235678,,0
CASH_IN,7576.151449704756,45709.94866351561,53286.10011322037,,0
PAYMENT,5029.017998525308,61022.53208173912,66051.55008026442,,0
PAYMENT,2527.728407939075,30805.35330334132,33333.08171128039,,0
CASH_OUT,7508.676721514679,16726.200436072344,9217.523714557665,8582486,1
PAYMENT,6462.001253570963,61140.59244975606,67602.59370332703,,0
DEBIT,6076.869914432905,84880.20468151465,78803.33476708175,,0
PAYMENT,6431.468482341681,30079.101196602158,36510.56967894384,,0
DEBIT,9788.723801164902,74443.8836021359,64655.159800971,,0
CASH_OUT,9370.189790072225,50868.46817632822,41498.278386255995,4362216,0
CASH_OUT,3626.569313993409,23286.16956613848,19659.600252145072,4526032,0
CASH_OUT,8247.769985622304,27369.89397295675,19122.123987334446,9004749,0
CASH_OUT,5766.336379517801,50315.695467213,44549.3590876952,8451439,0
CASH_OUT,5998.191632275499,41910.75424151793,35912.56260924243,3631707,0
DEBIT,1615.4583367133428,23741.74046483522,22126.28212812188,,0
DEBIT,4659.228469223608,16119.214375491902,11459.985906268294,,0
CASH_OUT,3374.3528193268703,33065.613441469875,29691.260622143003,3902587,0
PAYMENT,6656.117629786619,53876.18016662236,60532.29779640898,,0
CASH_IN,7142.1610008056105,49871.98494793724,57014.14594874285,,0
CASH_OUT,851.0272979673773,39975.24084999843,39124.213552031055,8263355,0
PAYMENT,4955.930271991459,54037.74388582965,58993.67415782111,,0
CASH_IN,7243.723009588504,70800.53439725375,78044.25740684225,,0
CASH_OUT,4626.64207537311,57882.530208682954,53255.88813330985,4187906,0
CASH_OUT,6458.127290004729,47573.82657220839,41115.69928220366,6944376,0
DEBIT,5702.330935254168,68561.44013321378,62859.10919795961,,1
CASH_IN,5683.320463905253,30802.9939556741,36486.31441957936,,0
CASH_IN,4457.370043863405,45501.609208892965,49958.97925275637,,1
PAYMENT,2566.838391728581,45978.241287992634,48545.07967972122,,0
DEBIT,2756.939705149945,25260.934831143095,22503.99512599315,,0
DEBIT,6418.705028910635,41602.51675431285,35183.811725402215,,0
DEBIT,5038.916511037766,8500.806382093942,3461.889871056176,,0
DEBIT,4722.975510785551,88243.56095325906,83520.58544247352,,0
CASH_IN,4152.219915355295,31251.72423127374,35403.94414662904,,0
CASH_IN,4389.6223090384965,81722.28262842624,86111.90493746474,,0
CASH_OUT,7093.823588976278,50761.69011438985,43667.86652541357,3241089,0
CASH_OUT,4329.511836263947,61297.28264311918,56967.77080685523,4714669,0
DEBIT,2317.8705733968627,40224.00403298137,37906.13345958451,,0
DEBIT,6487.303551080347,54158.59383923349,47671.29028815314,,1
DEBIT,4590.246672270566,63009.79279976872,58419.54612749816,,0
CASH_OUT,5062.791731065553,63291.04828788365,58228.256556818094,2359507,1
PAYMENT,8215.15661279902,65495.467801487146,73710.62441428617,,1
PAYMENT,4958.878885298986,42633.34579921648,47592.22468451546,,0
CASH_OUT,5578.367346237451,40392.8065501729,34814.43920393545,3304782,0
CASH_OUT,2642.1530174033496,18116.47349464793,15474.320477244579,5209601,0
CASH_OUT,4560.66109529808,60464.380223538734,55903.71912824066,6037341,0
CASH_OUT,6219.052090417203,71647.57422646886,65428.52213605166,9132927,0
CASH_OUT,1889.2525323175155,82319.63359835859,80430.38106604107,1377907,0
CASH_OUT,5401.690186231419,56103.45269161015,50701.762505378734,4752959,0
DEBIT,5201.5821452896125,34670.40454182861,29468.822396539,,0
DEBIT,5082.574911174879,16058.077134210893,10975.502223036014,,0
DEBIT,7074.317797316487,70833.334661667,63759.01686435052,,0
DEBIT,5668.877029697043,14074.46866444929,8405.591634752247,,0
CASH_OUT,7956.143796712888,43187.91844512467,35231.77464841178,2296411,1
PAYMENT,3012.8209688119277,45513.86344112708,48526.684409939015,,0
CASH_IN,5271.849134436696,48610.89724297961,53882.746377416304,,0
CASH_OUT,5168.933572779895,50716.0520007168,45547.118427936904,8241999,0
CASH_IN,2861.4910124898397,52762.9511273515,55624.44213984134,,0
PAYMENT,6912.590004182692,1692.7347584294039,8605.324762612096,,0
DEBIT,9649.346611705636,50293.11819740253,40643.77158569689,,0
PAYMENT,4965.987851032338,5408.488517762453,10374.47636879479,,0
CASH_OUT,6010.042176547534,64644.3614618199,58634.319285272366,1600357,0
DEBIT,5169.036951630655,38897.49688392776,33728.459932297104,,0
CASH_OUT,3572.8306601856484,6859.265495532993,3286.4348353473442,6918638,0
DEBIT,1358.4794443959677,33715.90645229248,32357.427007896513,,0
CASH_IN,3588.45303380927,38598.493216306924,42186.94625011619,,0
CASH_IN,2216.0832380965376,73813.9923511001,76030.07558919664,,0
CASH_IN,8408.204156118236,53932.754835004904,62340.95899112314,,0
PAYMENT,4769.780612153521,56888.8988870116,61658.679499165126,,0
CASH_OUT,4308.161341905658,73624.43268441202,69316.27134250637,5749364,0
PAYMENT,6778.307649575612,48077.11424151021,54855.42189108582,,0
CASH_IN,2756.497794288224,65083.75922064806,67840.25701493629,,0
CASH_OUT,3466.271923990895,63677.222278639834,60210.950354648936,7939634,0
CASH_IN,5136.144538497242,24270.610128611755,29406.754667109,,0
PAYMENT,7057.537982846961,79459.67155259658,86517.20953544354,,0
PAYMENT,6003.370090337577,21593.96439858611,27597.334488923687,,0
